,date,symbol,enterpriseValue
4,2019-12-28,DLA,351435240.0
5,2019-09-28,DLA,284353660.0
0,2020-06-30,DRAD,22986800.0
1,2020-03-31,DRAD,26721350.0
2,2019-12-31,DRAD,24583000.0
3,2019-09-30,DRAD,28892080.0
4,2019-06-30,DRAD,28124980.0
5,2019-03-31,DRAD,29361860.0
0,2020-06-30,DTY,12997519808.0
1,2020-03-31,DTY,12246120192.0
2,2019-12-31,DTY,12120350000.0
3,2019-09-30,DTY,18949190000.0
4,2019-06-30,DTY,18776700000.0
5,2019-03-31,DTY,18072000000.0
0,2020-09-30,EBTC,17524535.72
1,2020-06-30,EBTC,47792118.600000024
2,2020-03-31,EBTC,343787170.08
3,2019-12-31,EBTC,447562889.08093
4,2019-09-30,EBTC,290658917.94
5,2019-06-30,EBTC,198721788.161058
0,2020-09-30,EDAP,136740446.0
1,2020-06-30,EDAP,71979668.02000001
2,2019-12-31,EDAP,108612402.74
3,2019-06-30,EDAP,84970000.0
4,2019-03-31,EDAP,-18437829.173299998
5,2018-12-31,EDAP,35521052.1
0,2020-12-31,EKSO,38172680.0
1,2020-09-30,EKSO,28057000.0
2,2020-06-30,EKSO,42409400.0
3,2020-03-31,EKSO,10076490.0
4,2019-12-31,EKSO,21898512.580000002
5,2019-09-30,EKSO,34964333.45
0,2019-06-30,EMCI,804806482.1800001
1,2019-03-31,EMCI,713740641.92
2,2018-12-31,EMCI,713852027.8000001
3,2018-09-30,EMCI,562849683.5600001
4,2018-06-30,EMCI,625860974.64
5,2018-03-31,EMCI,603233843.12
0,2020-09-30,EMP,2404361000.0
1,2020-06-30,EMP,23743905000.0
2,2020-03-31,EMP,23167532000.0
3,2019-12-31,EMP,22605117000.0
4,2019-09-30,EMP,21801482000.0
5,2019-06-30,EMP,18187573000.0
0,2020-03-31,ENJ,5969392562.586209
1,2019-12-31,ENJ,144828181311.68533
2,2019-09-30,ENJ,21458278806.1
3,2019-06-30,ENJ,21558278808.7
4,2019-03-31,ENJ,21007428359.55
5,2018-12-31,ENJ,19979488065.02
0,2020-12-31,ESP,36418028.800000004
1,2020-09-30,ESP,36579457.0
2,2020-06-30,ESP,36074549.64
3,2020-03-31,ESP,38464517.501200005
4,2019-12-31,ESP,44254046.44410001
5,2019-09-30,ESP,49923753.2512
0,2020-05-31,EVY,68247925.05
1,2019-11-30,EVY,68672205.697
2,2019-05-31,EVY,67442537.22500001
3,2018-11-30,EVY,57334648.050000004
4,2018-05-31,EVY,60849271.87500001
5,2017-11-30,EVY,61241188.05
0,2020-09-30,EYES,17490716.0
1,2020-06-30,EYES,16425260.0
2,2020-03-31,EYES,13231755.0
3,2019-12-31,EYES,246716.0
4,2019-09-30,EYES,84326400.0
5,2019-06-30,EYES,71817960.0
0,2020-09-30,FBSS,203611.25
1,2020-06-30,FBSS,10755622.5
2,2020-03-31,FBSS,36137607.5
3,2019-12-31,FBSS,54873654.28
4,2019-09-30,FBSS,48043446.5
5,2019-06-30,FBSS,59664446.355066
0,2020-09-30,FCCY,226111807.2
1,2020-06-30,FCCY,239820258.0
2,2020-03-31,FCCY,235804077.0
3,2019-12-31,FCCY,307511026.83172
4,2019-09-30,FCCY,298093206.25
5,2019-06-30,FCCY,248277814.08425102
0,2020-09-30,FLL,74315000.0
1,2020-06-30,FLL,118649070.0
2,2020-03-31,FLL,113502000.0
3,2019-12-31,FLL,165719150.0
4,2019-09-30,FLL,134739000.72
5,2019-06-30,FLL,130879720.0
0,2020-12-31,FMAO,189014595.0
1,2020-09-30,FMAO,187282250.00000003
2,2020-06-30,FMAO,197410255.32
3,2020-03-31,FMAO,323711495.59
4,2019-12-31,FMAO,301519188.15
5,2019-09-30,FMAO,208976988.75
0,2020-09-30,FMNB,366891773.56
1,2020-06-30,FMNB,392828329.38
2,2020-03-31,FMNB,400814237.21000004
3,2019-12-31,FMNB,550099426.24
4,2019-09-30,FMNB,455607425.12
5,2019-06-30,FMNB,481638458.75
0,2020-06-30,FRA,398585201.4
1,2019-12-31,FRA,693855332.0
2,2019-08-31,FRA,444775564.6
3,2019-02-28,FRA,474449704.5
4,2018-08-31,FRA,513299864.0
5,2018-02-28,FRA,536364689.0
0,2020-09-30,FSTR,181535040.0
1,2020-06-30,FSTR,182993890.0
2,2020-03-31,FSTR,187277080.0
3,2019-12-31,FSTR,245993360.0
4,2019-09-30,FSTR,283426400.0
5,2019-06-30,FSTR,356807000.0
0,2020-02-29,FT,179280681.3
1,2019-08-31,FT,184746112.3
2,2019-02-28,FT,174917954.4
3,2018-08-31,FT,170142895.29999998
4,2018-02-28,FT,171399489.8
5,2017-08-31,FT,241954883.6
0,2020-09-30,FTEK,12886840.0
1,2020-06-30,FTEK,14023120.0
2,2020-03-31,FTEK,1835800.0
3,2019-12-31,FTEK,12130150.0
4,2019-09-30,FTEK,11095130.0
5,2019-06-30,FTEK,21230320.000000004
0,2015-09-30,GEK,-5319247445107.181
1,2015-06-30,GEK,368438756171.6438
2,2015-03-31,GEK,193434301675.6589
3,2015-02-27,GEK,205411953872.875
4,2014-11-03,GEK,208733272963.521
5,2014-07-31,GEK,221483790213.9296
0,2020-09-30,GLTR,633223305.820714
1,2020-06-30,GLTR,562932559.58
2,2019-12-31,GLTR,0.0
3,2013-12-31,GLTR,172209523.0
4,2013-09-30,GLTR,180525780.82
5,2013-06-30,GLTR,164488232.88
0,2020-09-30,GNE,189290000.0
1,2020-06-30,GNE,160002320.0
2,2020-03-31,GNE,158670440.0
3,2019-12-31,GNE,172386840.0
4,2019-09-30,GNE,163646180.0
5,2019-06-30,GNE,267012250.0
0,2020-12-31,GSBD,3075827397.20164
1,2020-09-30,GSBD,1507711665.6
2,2020-06-30,GSBD,1548663617.2
3,2020-03-31,GSBD,1384110625.6
4,2019-12-31,GSBD,2237653297.96317
5,2019-09-30,GSBD,2103756728.6
0,2020-09-30,GURE,-43277947.0
1,2020-06-30,GURE,-37313459.5
2,2020-03-31,GURE,-59587256.6
3,2019-12-31,GURE,-74128839.0
4,2019-09-30,GURE,-70030725.0
5,2019-06-30,GURE,-113094574.0
0,2020-09-30,HALL,-34124960.0
1,2020-06-30,HALL,41682090.00000001
2,2020-03-31,HALL,111002920.0
3,2019-12-31,HALL,369999110.0
4,2019-09-30,HALL,387524990.0
5,2019-06-30,HALL,280368620.17
0,2020-12-31,HESM,2266783326.81
1,2020-09-30,HESM,2172227450.8
2,2020-06-30,HESM,2155478602.56
3,2020-03-31,HESM,1994543047.68
4,2019-12-31,HESM,2913012160.0
5,2019-09-30,HESM,975920120.0
0,2019-03-31,HFBC,118593721.96000001
1,2018-12-31,HFBC,78466781.48
2,2018-09-30,HFBC,116889117.8923
3,2018-06-30,HFBC,123080474.819
4,2018-03-31,HFBC,110718970.1752
5,2017-12-31,HFBC,79023289.7553
0,2020-04-30,HNW,133477594.78500001
1,2019-10-31,HNW,175239217.78399998
2,2019-04-30,HNW,166869316.928
3,2018-10-31,HNW,163019376.849
4,2018-04-30,HNW,102224396.223
5,2017-10-31,HNW,171369665.708
0,2019-06-30,HPJ,118300940.6
1,2019-03-31,HPJ,100201237.32
2,2018-12-31,HPJ,82427017.47999999
3,2018-09-30,HPJ,194540505.8
4,2018-06-30,HPJ,180182933.9
5,2018-03-31,HPJ,180133019.9
0,2019-06-30,HSGX,15187924.190000001
1,2019-03-31,HSGX,3838952.119999999
2,2018-12-31,HSGX,10371667.16
3,2018-09-30,HSGX,78742191.67999999
4,2018-06-30,HSGX,57358921.72
5,2018-03-31,HSGX,58988271.2
0,2020-09-30,IIN,92759480.0
1,2020-06-30,IIN,113015120.0
2,2020-03-31,IIN,88552010.0
3,2019-12-31,IIN,148860000.0
4,2019-09-30,IIN,161684160.0
5,2019-06-30,IIN,196883520.0
0,2018-09-30,INTX,58141280.0
1,2018-06-30,INTX,70661800.0
2,2018-03-31,INTX,48899530.0
3,2017-12-31,INTX,68602600.0
4,2017-09-30,INTX,92478660.0
5,2017-06-30,INTX,122029200.0
0,2020-09-30,IRMD,214213448.31663802
1,2020-06-30,IRMD,234835568.79000002
2,2020-03-31,IRMD,209245639.8
3,2019-12-31,IRMD,226779936.88
4,2019-09-30,IRMD,200347464.07999998
5,2019-06-30,IRMD,192745922.02
0,2020-09-30,ISNS,12713780.0
1,2020-06-30,ISNS,11831600.0
2,2020-03-31,ISNS,13641540.0
3,2019-12-31,ISNS,18753320.0
4,2019-09-30,ISNS,19803840.0
5,2019-06-30,ISNS,21938560.0
0,2020-06-30,JRJC,62530686.3
1,2019-12-31,JRJC,92471877.0
2,2019-12-26,JRJC,699444508.0
3,2019-09-30,JRJC,77003384.0
4,2019-09-26,JRJC,846929450.8
5,2019-06-30,JRJC,94626464.00000001
0,2019-03-31,JSYN,22161303.32
1,2018-12-31,JSYN,24102102.599999998
2,2018-09-30,JSYN,24254153.4
3,2018-06-30,JSYN,23875809.4
4,2018-03-31,JSYN,23206596.8
5,2017-12-31,JSYN,21806547.22
0,2020-09-30,KEN,1555296053.6000001
1,2020-06-30,KEN,1368632714.0
2,2020-03-31,KEN,1321664030.0
3,2019-12-31,KEN,1615588516.0
4,2019-12-17,KEN,-12436555543.25
5,2019-10-28,KEN,-70799875.0
0,2020-02-11,KTOV,306678.8799999999
1,2019-12-31,KTOV,10140613.0
2,2019-08-08,KTOV,13740640.58
3,2018-12-31,KTOV,17898294837000.0
4,2018-09-30,KTOV,-5097720.0
5,2018-08-28,KTOV,433804300.63
0,2020-09-30,LAC,1084811630.0
1,2020-06-30,LAC,569366420.0
2,2020-03-31,LAC,314589920.0
3,2019-12-31,LAC,327454500.0
4,2019-09-30,LAC,290309950.0
5,2019-06-30,LAC,410213570.0
0,2020-12-31,LFVN,112552760.0
1,2020-09-30,LFVN,154266830.0
2,2020-06-30,LFVN,170630160.0
3,2020-03-31,LFVN,133331600.0
4,2019-12-31,LFVN,203015220.0
5,2019-09-30,LFVN,179883300.0
0,2020-06-30,LMB,37849405.5
1,2020-03-31,LMB,48704368.05
2,2019-12-31,LMB,64424203.94
3,2019-09-30,LMB,80201438.81
4,2019-06-30,LMB,109627471.68
5,2019-03-31,LMB,91080967.45
0,2020-06-30,LOV,85483800.0
1,2019-08-29,LOV,-5790372.380000001
2,2019-06-30,LOV,-1179000.0
3,2019-04-29,LOV,5032281.799999999
4,2018-12-31,LOV,1030000.0
5,2018-09-30,LOV,1192267.6235999987
0,2020-03-31,LYL,11405460.0
1,2019-09-30,LYL,17714764.5
2,2019-03-31,LYL,16018245.999999998
3,2019-03-28,LYL,15054412180.0
4,2018-09-30,LYL,14597547.7
5,2018-06-30,LYL,-1735037.0
0,2020-09-30,MAGS,33238382.700000003
1,2020-06-30,MAGS,16522970.0
2,2020-03-31,MAGS,26824730.599999994
3,2019-12-31,MAGS,52668475.0
4,2019-11-18,MAGS,67432628.74
5,2019-09-30,MAGS,63456610.0
0,2020-09-30,MCB,-480796640.0
1,2020-06-30,MCB,-388345324.1600001
2,2020-03-31,MCB,-150860224.13
3,2019-12-31,MCB,214805540.39
4,2019-09-30,MCB,54676200.120000005
5,2019-06-30,MCB,144411762.27999997
0,2020-09-30,MGIC,593200030.0
1,2020-06-30,MGIC,499949600.0
2,2020-05-26,MGIC,430518320.0
3,2020-03-31,MGIC,336886319.99999994
4,2019-12-31,MGIC,419151379.99999994
5,2019-11-14,MGIC,-60913000.0
0,2020-04-30,MHI,239276123.0
1,2019-10-31,MHI,273850437.5
2,2018-04-30,MHI,255354778.5
0,2020-09-30,MLVF,186323948.2
1,2020-06-30,MLVF,191756513.75
2,2020-03-31,MLVF,125510194.75
3,2019-12-31,MLVF,174860291.78
4,2019-09-30,MLVF,171364572.85999998
5,2019-06-30,MLVF,173403489.26000002
0,2020-09-30,MOSY,1820780.0
1,2020-06-30,MOSY,2148950.0
2,2020-03-31,MOSY,-558600.0
3,2019-12-31,MOSY,660060.0
4,2019-09-30,MOSY,2180630.0
5,2019-06-30,MOSY,4147780.0
0,2020-09-30,MSP,482625000.0
0,2020-06-30,MTR,8522338.5
1,2020-03-31,MTR,7677595.6
2,2019-12-31,MTR,11718890.5
3,2019-09-30,MTR,14952193.5
4,2019-06-30,MTR,19753051.400000002
5,2019-03-31,MTR,21886025.3
0,2020-04-30,MUA,451106697.6
1,2019-10-31,MUA,558805002.9
2,2019-04-30,MUA,541491251.4
3,2018-10-31,MUA,455467585.5
0,2020-04-30,MYD,576643113.0
1,2019-10-31,MYD,683150832.0
2,2019-04-30,MYD,663298129.5
3,2018-10-31,MYD,581850112.5
4,2018-04-30,MYD,615185399.0
5,2017-10-31,MYD,672414789.0
0,2020-07-31,MZA,66489130.8
1,2020-01-31,MZA,66810249.2
2,2019-07-31,MZA,65046778.599999994
3,2019-01-31,MZA,60092779.5
4,2018-07-31,MZA,67044965.5
5,2018-01-31,MZA,76189381.38
0,2020-12-31,NAII,49338604.870000005
1,2020-09-30,NAII,31090602.15
2,2020-06-30,NAII,23421756.119999997
3,2020-03-31,NAII,18043019.5
4,2019-12-31,NAII,27326246.620000005
5,2019-09-30,NAII,28624362.349999994
0,2020-05-31,NID,621552995.0
1,2019-11-30,NID,642524869.2
2,2019-05-31,NID,620706577.8000001
3,2018-11-30,NID,580997215.4
4,2018-05-31,NID,584745989.2
5,2017-11-30,NID,615409931.1999999
0,2020-09-30,NTN,6630200.0
1,2020-06-30,NTN,7446000.000000001
2,2020-03-31,NTN,4178520.0
3,2019-12-31,NTN,5883600.000000001
4,2019-09-30,NTN,10110640.0
5,2019-06-30,NTN,11238700.0
0,2020-09-30,NVFY,331942.0999999996
1,2020-06-30,NVFY,1763178.7300000004
2,2020-03-31,NVFY,-778183.3999999994
3,2019-12-31,NVFY,2885364.5999999996
4,2019-09-30,NVFY,16351938.8
5,2019-06-30,NVFY,17858591.95
0,2020-09-30,NVUS,-95412342.8
1,2020-06-30,NVUS,-986396.0559999999
2,2020-03-31,NVUS,-5050770.16
3,2019-12-31,NVUS,1224008.4800000004
4,2019-09-30,NVUS,-2769492.5599999996
5,2019-06-30,NVUS,-2186832.4928440005
0,2018-03-31,OCIP,1194901948.5
1,2017-12-31,OCIP,1158389756.0
2,2017-09-30,OCIP,1144659720.0
3,2017-06-30,OCIP,1211522671.5
4,2017-03-31,OCIP,1314322900.0
5,2016-12-31,OCIP,1183577876.5
0,2020-09-30,OGEN,24440456.659999996
1,2020-06-30,OGEN,26536571.369999997
2,2020-03-31,OGEN,12451127.739999998
3,2019-12-31,OGEN,5860767.560000002
4,2019-09-30,OGEN,2832888.620000001
5,2019-06-30,OGEN,-3108032.9499999993
0,2020-12-31,OIIM,-13787456.0
1,2020-09-30,OIIM,-9117568.0
2,2020-06-30,OIIM,-11758306.0
3,2020-03-31,OIIM,-15418624.0
4,2019-12-31,OIIM,35411250.0
5,2019-09-30,OIIM,16087980.0
0,2020-09-30,OPNT,747460.4000000022
1,2020-06-30,OPNT,7948298.1499999985
2,2020-03-31,OPNT,8273715.8999999985
3,2019-12-31,OPNT,29853119.0
4,2019-09-30,OPNT,37709956.75
5,2019-06-30,OPNT,28865787.490000002
0,2020-06-30,OSN,88695404.1
1,2019-12-31,OSN,90445368.80000001
2,2019-06-30,OSN,73188411.0
3,2018-12-31,OSN,45589489.5
4,2018-09-30,OSN,20646956.0
5,2018-06-30,OSN,90770379.3
0,2020-12-31,PERI,300665371.77000004
1,2020-09-30,PERI,157675390.02
2,2020-06-30,PERI,121195004.27000001
3,2020-05-06,PERI,127600207.65
4,2020-03-31,PERI,96754948.35
5,2019-12-31,PERI,140712654.54
0,2020-09-30,PFIE,27551110.32
1,2020-06-30,PFIE,31922088.096
2,2020-03-31,PFIE,30193713.508
3,2019-12-31,PFIE,61505183.45
4,2019-09-30,PFIE,80282944.88
5,2019-06-30,PFIE,63795759.83
0,2020-12-31,PHX,68791424.9
1,2020-09-30,PHX,44424290.489999995
2,2020-06-30,PHX,71935610.24000001
3,2020-03-31,PHX,91960718.03
4,2019-12-31,PHX,217899027.33
5,2019-09-30,PHX,258011961.14000002
0,2013-06-30,PIY,72428000000.0
1,2013-03-31,PIY,83438000000.0
2,2012-12-31,PIY,82714000000.0
3,2012-09-30,PIY,85024000000.0
4,2012-06-30,PIY,89333000000.0
5,2012-03-31,PIY,97211000000.0
0,2020-09-30,PKOH,691340000.0
1,2020-06-30,PKOH,715239000.0
2,2020-03-31,PKOH,749768012.2
3,2019-12-31,PKOH,919895024.6
4,2019-09-30,PKOH,874192012.2
5,2019-06-30,PKOH,931028024.4
0,2020-09-30,POLA,36506509.440000005
1,2020-06-30,POLA,52153377.76
2,2020-03-31,POLA,12681844.44
3,2019-12-31,POLA,22365092.779999997
4,2019-09-30,POLA,29371514.12
5,2019-06-30,POLA,39196574.82
0,2020-10-31,PPIH,48370100.0
1,2020-07-31,PPIH,49396660.0
2,2020-04-30,PPIH,48399600.0
3,2020-01-31,PPIH,76054440.0
4,2019-10-31,PPIH,76284260.0
5,2019-07-31,PPIH,77348950.0
0,2020-09-30,PPSI,5217040.0
1,2020-06-30,PPSI,9227760.0
2,2020-03-31,PPSI,4318500.0
3,2019-12-31,PPSI,11969020.0
4,2019-09-30,PPSI,19953339.2
5,2019-06-30,PPSI,59381014.0
0,2020-12-31,PPX,22920222088.358
1,2020-09-30,PPX,21640243228.357998
2,2020-06-30,PPX,41425028288.358
3,2020-03-31,PPX,39931713000.0
4,2019-12-31,PPX,39888179840.0
5,2019-09-30,PPX,39619366488.307
0,2015-04-30,PXI,168504003.4
1,2014-10-31,PXI,212880004.0
2,2014-04-30,PXI,247598995.9
3,2013-10-31,PXI,161430003.0
4,2013-04-30,PXI,142780005.9
5,2012-10-31,PXI,113959997.25
0,2020-12-27,RAVE,8769510.0
1,2020-09-27,RAVE,5071220.0
2,2020-06-28,RAVE,12034600.0
3,2020-03-29,RAVE,13338720.0
4,2019-12-29,RAVE,27462600.0
5,2019-09-29,RAVE,40563680.0
0,2019-10-18,RETO,19219048000.0
1,2019-06-30,RETO,42783208.0
2,2018-12-31,RETO,45547184.0
3,2018-09-30,RETO,85290727.0
4,2018-06-30,RETO,131123988.0
5,2018-04-26,RETO,79536578360000.0
0,2020-09-30,RGLS,15254013.309999999
1,2020-06-30,RGLS,11488342.32
2,2020-03-31,RGLS,-2346388.420000002
3,2019-12-31,RGLS,-843964.2199999988
4,2019-09-30,RGLS,14991339.76
5,2019-06-30,RGLS,18103710.06
0,2018-06-30,RMGN,14872070.969999999
1,2018-03-31,RMGN,17616697.79
2,2017-12-31,RMGN,9752631.3
3,2017-09-30,RMGN,23014389.98
4,2017-06-30,RMGN,27249805.68
5,2017-03-31,RMGN,33041423.128
0,2019-03-31,RNN,17940578.464
1,2018-12-31,RNN,32790340.439999998
2,2018-09-30,RNN,50020747.92
3,2018-06-30,RNN,66013243.72
4,2018-03-31,RNN,42802895.400000006
5,2017-12-31,RNN,57865892.8
0,2020-03-31,ROSE,-66596940.0
1,2019-12-31,ROSE,372001600.0
2,2019-09-30,ROSE,389243450.0
3,2019-06-30,ROSE,382267840.0
4,2019-03-31,ROSE,343513200.0
5,2018-12-31,ROSE,298194710.0
0,2020-12-31,RVSB,-41950123.260000005
1,2020-09-30,RVSB,-89173907.64999998
2,2020-06-30,RVSB,23908112.550000012
3,2020-03-31,RVSB,97884080.31
4,2019-12-31,RVSB,150353495.52
5,2019-09-30,RVSB,144588100.14
0,2020-06-30,RZB,790270063.0
1,2020-03-31,RZB,1590719938.0
2,2019-12-31,RZB,3298435120.0
3,2019-09-30,RZB,2520248237.299
4,2019-06-30,RZB,2804859382.719
5,2019-03-31,RZB,2435428640.0
0,2020-06-30,SACH,115422461.3202
1,2020-03-31,SACH,92002663.1713
2,2019-12-31,SACH,127745245.46059999
3,2019-09-30,SACH,104612219.299
4,2019-06-30,SACH,104090441.9029
5,2019-03-31,SACH,91703535.3476
0,2020-12-31,SANW,143739248.24
1,2020-09-30,SANW,123936593.12
2,2020-06-30,SANW,112799282.32
3,2020-03-31,SANW,101540740.8
4,2019-12-31,SANW,95015380.8
5,2019-09-30,SANW,99049364.14
0,2020-09-30,SGBX,2511537.09
1,2020-06-30,SGBX,-1777324.5600000005
2,2020-03-31,SGBX,10640134.0
3,2019-12-31,SGBX,2033904.8000000003
4,2019-09-30,SGBX,2401227.28
5,2019-06-30,SGBX,3454313.0
0,2020-06-30,SGOC,125481138.8
1,2019-12-31,SGOC,81720351.0
2,2019-06-30,SGOC,73294332.0
3,2018-12-31,SGOC,33320976.0
4,2018-09-30,SGOC,-13868000.0
5,2018-06-30,SGOC,16636477.5
0,2019-12-31,SKYS,819863400.0
1,2019-06-30,SKYS,721285691.75
2,2018-12-31,SKYS,755113734.25
3,2018-09-30,SKYS,254517990.0
4,2018-06-30,SKYS,1461952114.5
5,2018-03-31,SKYS,255700650.0
0,2020-06-30,SLS,16343447.0
1,2020-03-31,SLS,4282713.67
2,2019-12-31,SLS,20135409.7
3,2019-09-30,SLS,16572130.0
4,2019-06-30,SLS,-8875216.0
5,2019-03-31,SLS,20686824.0
0,2020-11-30,SMIT,16510768.919999998
1,2020-08-31,SMIT,11018828.8
2,2020-05-31,SMIT,885001.3999999985
3,2020-02-29,SMIT,1262103.2200000007
4,2019-11-30,SMIT,2840287.08
5,2019-08-31,SMIT,6916525.58
0,2020-09-30,SMMF,272019159.98
1,2020-06-30,SMMF,281096413.92
2,2020-03-31,SMMF,415655836.114571
3,2019-12-31,SMMF,493559247.88
4,2019-09-30,SMMF,491963339.2
5,2019-06-30,SMMF,527613174.04999995
0,2020-06-30,SPLP,2421726797.02
1,2020-03-31,SPLP,305198028.68
2,2019-12-31,SPLP,562945333.4
3,2019-09-30,SPLP,626786617.6
4,2019-06-30,SPLP,598571782.8
5,2019-03-31,SPLP,620734077.1099999
0,2020-09-30,SRLP,997056507.26
1,2020-06-30,SRLP,1037341706.5
2,2020-03-31,SRLP,923843457.64
3,2019-12-31,SRLP,1191254178.04
4,2019-09-30,SRLP,990735415.6339769
5,2019-06-30,SRLP,974449096.136023
0,2020-09-26,STAF,31397991.2
1,2020-06-27,STAF,45047626.2
2,2020-03-28,STAF,40437051.6
3,2019-12-28,STAF,6972734.6
4,2019-09-28,STAF,10241987.100000001
5,2019-06-29,STAF,48827829.2
0,2020-10-31,STRM,41366813.83
1,2020-07-31,STRM,33826055.92
2,2020-04-30,STRM,24615779.58
3,2020-01-31,STRM,34920595.400000006
4,2019-10-31,STRM,29249682.5
5,2019-07-31,STRM,30332438.3
0,2020-12-27,STRT,178571003.76500002
1,2020-09-27,STRT,63618200.0
2,2020-06-28,STRT,81298010.0
3,2020-03-29,STRT,70257240.0
4,2019-12-29,STRT,105054410.0
5,2019-09-29,STRT,98946200.0
0,2020-09-30,SYN,3112219.33
1,2020-06-30,SYN,1328000.8399999999
2,2020-03-31,SYN,-4614945.6
3,2019-12-31,SYN,-6327100.800000001
4,2019-09-30,SYN,-11087634.35
5,2019-06-30,SYN,-12491424.159999998
0,2020-12-31,TDA,2000000000.0
1,2020-09-30,TDA,1897000000.0
2,2019-12-31,TDA,766508.0
0,2020-09-30,TENX,11147251.7
1,2020-06-30,TENX,4611426.645
2,2020-03-31,TENX,-369329.6360000004
3,2019-12-31,TENX,4927892.67
4,2019-09-30,TENX,1440303.7999999998
5,2019-06-30,TENX,532301.3999999985
0,2020-12-27,TESS,59043820.4
1,2020-09-27,TESS,64293944.0
2,2020-06-28,TESS,80990060.0
3,2020-03-29,TESS,11551353150.5
4,2019-12-29,TESS,123478040.39999999
5,2019-09-29,TESS,159476398.39999998
0,2020-03-31,THW,461928371.6
1,2019-09-30,THW,520095258.0
2,2019-03-31,THW,504215592.5
3,2018-09-30,THW,514689107.0
4,2018-03-31,THW,500284491.0
5,2017-09-30,THW,569250980.8
0,2019-05-09,TLF,47775220400.0
1,2019-03-31,TLF,46288791.480000004
2,2018-12-31,TLF,36086809.279999994
3,2018-11-08,TLF,54095840600.0
4,2018-09-30,TLF,61761508.21000001
5,2018-06-30,TLF,59263376.8
0,2020-09-30,TNXP,51189860.56
1,2020-06-30,TNXP,-16963486.340000004
2,2020-03-31,TNXP,-13604431.3
3,2019-12-31,TNXP,-6671024.0
4,2019-09-30,TNXP,-4512572.0
5,2019-06-30,TNXP,-3084495.3000000007
0,2020-12-31,TPL,5357679412.0
1,2020-09-30,TPL,3186610787.847688
2,2020-06-30,TPL,4354144427.152312
3,2020-03-31,TPL,2723673919.12156
4,2019-12-31,TPL,5755618965.391476
5,2019-09-30,TPL,4788285307.213092
0,2020-09-30,TRIB,232038756.2
1,2020-06-30,TRIB,249594845.8
2,2020-03-31,TRIB,160908491.0
3,2019-12-31,TRIB,170650004.0
4,2019-10-16,TRIB,-4397314.030000001
5,2019-09-30,TRIB,157939240.1
0,2019-12-31,TSLF,160164058.3
1,2019-06-30,TSLF,159959278.60000002
2,2018-12-31,TSLF,159912411.39999998
3,2018-06-30,TSLF,185828277.3
4,2017-12-31,TSLF,182865001.2
5,2017-06-30,TSLF,189207222.7
0,2020-10-31,TWMC,23378250.0
1,2020-08-01,TWMC,14363770.0
2,2020-05-02,TWMC,11412400.0
3,2020-02-01,TWMC,16444980.0
4,2019-11-02,TWMC,30118620.0
5,2019-08-03,TWMC,18983800.0
0,2012-12-31,UCBA,31342018.735499993
1,2012-09-30,UCBA,47044884.58
2,2012-06-30,UCBA,36004313.1346
0,2020-12-27,UFI,259999118.445
1,2020-09-27,UFI,169037650.0
2,2020-06-28,UFI,243345550.0
3,2020-03-29,UFI,303439000.0
4,2019-12-29,UFI,542073600.0
5,2019-09-29,UFI,483109920.00000006
0,2020-10-31,USAU,21398757.02
1,2020-07-31,USAU,21975480.1
2,2020-04-30,USAU,12154226.700000001
3,2020-01-31,USAU,18244882.9
4,2019-10-31,USAU,16140267.0
5,2019-07-31,USAU,-1543495.6400000001
0,2020-12-31,UUU,11228059.87
1,2020-09-30,UUU,6709728.3
2,2020-06-30,UUU,3629471.73
3,2020-03-31,UUU,2346768.06
4,2019-12-31,UUU,2601313.94
5,2019-09-30,UUU,3111672.95
0,2019-12-31,UZA,2968477913.0
1,2019-09-30,UZA,1653580000.0
2,2019-06-30,UZA,1688620000.0
3,2019-03-31,UZA,1550240000.0
4,2018-12-31,UZA,1930700086.0
5,2018-09-30,UZA,1403799915.0000002
0,2020-09-30,VJET,57812560.00000001
1,2020-06-30,VJET,57002800.0
2,2020-03-31,VJET,38496492.7
3,2019-12-31,VJET,66357000.0
4,2019-09-30,VJET,60451200.0
5,2019-06-30,VJET,61739000.0
0,2020-06-30,VVPR,40856470.0
1,2020-02-25,VVPR,6234635.699999999
2,2019-12-31,VVPR,31642000.0
3,2019-08-23,VVPR,9980635.099999998
4,2019-06-30,VVPR,32741730.4
5,2019-03-31,VVPR,29974696.4
0,2020-09-30,WEAT,-332685513710000.0
1,2020-06-30,WEAT,-189282668060000.0
2,2019-12-31,WEAT,-166081885000000.0
3,2012-03-31,WEAT,-21535245.060000002
4,2011-12-31,WEAT,-56941478.4
5,2011-09-30,WEAT,-50046845.5
0,2020-06-30,WHF,462032109.0
1,2020-03-31,WHF,420142892.4
2,2019-12-31,WHF,576110611.0
3,2019-09-30,WHF,508345197.9
4,2019-06-30,WHF,511328991.90000004
5,2019-03-31,WHF,433339880.3
0,2020-09-30,WHLRP,85389795.156
1,2019-12-31,WHLRP,100842598.53
2,2019-09-30,WHLRP,121406588.33999999
3,2019-06-30,WHLRP,142060416.922
4,2019-03-31,WHLRP,132959336.89999999
5,2018-12-31,WHLRP,436114447.96000004
0,2020-09-30,WYY,30881313.0
1,2020-06-30,WYY,51223492.0
2,2020-03-31,WYY,21697152.900000002
3,2019-12-31,WYY,26696757.0
4,2019-09-30,WYY,19013031.5
5,2019-06-30,WYY,30693944.6
